Municipality,area,Price,sqft,Year,Elevator,Condition,Energial.,number_of_room,hassauna,floor,total_floor
Jätkäsaari,83.0,461641,5562,2019,1,1,C2012,3,1,5,8
Ullanlinna,70.0,525000,7500,1928,1,1,G2015,2,0,1,5
Konepaja,61.5,416000,6764,2014,1,1,B2018,3,1,6,6
Pitäjänmäki,68.0,168000,2471,1980,1,2,D2007,3,0,2,5
Vuosaari,73.5,188000,2558,1986,1,2,C2007,3,1,1,5
Oulunkylä,73.5,238000,3238,1965,0,2,F2013,3,0,3,3
Lauttasaari,74.0,320000,4324,1975,1,2,E,3,0,2,3
Pohjois-haaga,74.3,202000,2719,1973,0,1,E2007,3,1,1,4
Pihlajisto,74.5,150000,2013,1971,1,2,E2007,3,0,5,7
Kulosaari,74.5,350000,4698,1961,1,2,E2007,3,1,4,5
Kamppi,86.0,895000,10407,2005,1,1,D,3,1,9,9
Malminkartano,69.5,150000,2158,1984,1,2,E,3,0,2,4
Vartiokylä,74.0,235000,3176,1987,0,1,,3,1,2,3
Kannelmäki,74.5,205000,2752,1981,1,2,E2013,3,1,1,3
Vallila,77.0,272000,3532,1963,0,2,G2013,3,1,1,3
Viikki,69.0,260000,3768,2011,1,1,,3,0,1,4
Etelä-haaga,61.5,310000,5041,1956,0,1,F2007,3,0,1,3
Lassila,75.5,216000,2861,1982,1,2,C2007,3,0,3,6
Katajanokka,105.0,780000,7429,1907,1,1,D2007,3,0,2,6
Vartiokylä,67.5,263000,3896,1965,0,1,F2007,3,1,2,3
Etelä-haaga,69.0,320000,4638,1960,1,1,D2007,3,0,1,4
Tali,83.0,289000,3482,1997,1,2,F2013,3,1,1,1
Munkkiniemi,65.0,375000,5769,1955,1,1,E2007,3,0,4,6
Pukinmäki,70.0,198000,2829,1985,1,2,,3,1,1,5
Kontula,74.0,138000,1865,1967,1,1,E2007,3,0,1,7
Myllypuro,78.0,199142,2553,1965,0,2,D2007,3,1,3,4
Pasila,53.0,289390,5460,2019,1,1,C2007,3,0,7,8
Munkkivuori,64.0,266000,4156,1957,1,1,G2013,3,0,5,10
Oulunkylä,66.5,228000,3429,1979,0,2,E2007,3,0,2,3
Harju,79.0,500000,6329,1911,1,1,G2013,3,0,3,6
Kulosaari,73.0,379000,5192,1961,1,1,E2007,3,0,3,4
Punavuori,57.5,388005,6748,1913,0,1,,2,0,4,4
Roihuvuori,67.5,266900,3954,2017,1,1,C,3,0,1,6
Hietalahti,69.0,405000,5870,1926,1,3,F2015,2,0,1,5
Munkkiniemi,78.0,475000,6090,1937,1,2,D2007,3,0,3,6
Konala,60.0,156000,2600,1963,1,2,E2018,3,0,1,5
Aurinkolahti,60.0,305000,5083,2011,1,1,D,3,1,1,6
Kuninkaantammi,69.5,329200,4737,2018,1,1,C2013,3,1,3,4
Pitäjänmäki,71.5,340000,4755,2001,1,1,E2013,3,0,3,5
Munkkivuori,61.0,263300,4316,1958,0,2,E2007,3,0,3,4
Munkkiniemi,65.0,404921,6230,1964,1,2,F2013,3,0,1,6
Kuninkaantammi,66.0,295000,4470,2018,0,1,C2013,3,1,4,4
Tapanila,78.0,258000,3308,1967,0,1,D2007,3,0,3,3
Kallio,61.0,310000,5082,1986,1,2,D2007,3,1,3,7
Munkkiniemi,72.0,329137,4571,1955,1,3,E2013,3,0,2,7
Oulunkylä,63.0,248000,3937,1956,0,1,F2013,3,0,1,3
Lauttasaari,74.0,358500,4845,1975,1,2,,3,0,2,7
Jakomäki,74.5,165000,2215,1980,0,1,,3,1,3,3
Kuninkaantammi,69.5,329200,4737,2018,1,1,C2013,3,1,3,4
Kannelmäki,77.5,305000,3935,2005,1,2,F2013,3,1,1,6
Jätkäsaari,80.5,412000,5118,2019,1,1,B2018,3,1,3,7
Töölö,126.0,605000,4802,1925,1,2,E,3,0,2,6
Pukinmäki,70.5,207000,2936,1980,1,1,F,3,0,2,5
Pihlajisto,77.0,122000,1584,1974,1,2,F2007,3,1,3,9
Katajanokka,122.0,988038,8099,2018,1,1,,4,1,2,7
Kontula,65.0,120000,1846,1969,1,1,G,3,0,7,9
Kuninkaantammi,69.5,340900,4905,2018,1,1,C2013,3,1,4,4
Kruununhaka,73.6,578000,7853,1928,1,1,F2016,2,0,5,5
Etelä-haaga,58.0,295000,5086,1960,0,1,F2018,3,0,2,3
Myllypuro,72.0,205000,2847,1963,1,1,,3,0,4,7
Munkkiniemi,65.0,340000,5231,1950,1,2,E2007,3,0,5,6
Puotinharju,67.0,195000,2910,1963,1,2,E2007,3,1,4,4
Alppila,68.0,330000,4853,1966,0,1,F2013,3,0,4,4
Oulunkylä,69.5,240000,3453,1981,0,2,E2013,3,1,1,2
Lassila,74.5,202000,2711,1982,1,2,C2013,3,1,3,6
Kontula,75.0,107000,1427,1967,1,1,G2013,3,0,2,8
Ullanlinna,76.5,580000,7582,1978,1,2,E2013,3,0,5,6
Toukola,52.8,293000,5549,1948,0,1,F2018,3,0,2,4
Pasila,54.0,293990,5444,2019,1,1,C2007,3,0,6,8
Kallio,57.0,285000,5000,1959,1,1,E2007,3,0,4,7
Munkkiniemi,61.5,368000,5984,1956,1,1,D,3,0,2,4
Katajanokka,65.5,370000,5649,1982,0,2,,3,1,4,5
Puotinharju,67.5,190000,2815,1963,1,2,,3,1,7,8
Kivihaka,70.0,285000,4071,1962,1,1,E2007,3,0,1,4
Munkkiniemi,77.5,487500,6290,1938,1,1,E,3,0,4,6
Etu-töölö,113.0,674000,5965,1929,1,2,F2013,3,0,4,6
Etelä-haaga,66.0,282500,4280,1970,1,2,G2007,3,0,1,3
Roihuvuori,67.5,270900,4013,2017,1,1,C,3,0,2,6
Lauttasaari,72.0,335000,4653,1974,1,2,D2007,3,0,2,5
Kontula,75.0,134000,1787,1967,0,1,G,3,0,2,4
Lauttasaari,63.0,335000,5317,1964,1,2,F,3,1,2,4
Tapulikaupunki,72.0,168000,2333,1983,0,1,,3,1,3,4
Meilahti,74.0,426000,5757,1950,0,2,,3,0,2,3
Suutarila,74.5,187000,2510,1982,0,2,G2013,3,1,2,2
Suurmetsä,80.0,160000,2000,1973,1,1,F2013,3,0,1,3
Ullanlinna,100.0,846000,8460,1935,1,1,F2007,3,0,2,6
Kruununhaka,123.0,770000,6260,1890,0,2,G2013,3,0,3,4
Käpylä,60.5,298000,4926,1940,0,1,G,3,0,2,3
Lauttasaari,64.0,417000,6516,1953,0,1,E2007,3,1,4,4
Oulunkylä,69.0,315000,4565,1963,0,1,F2013,3,0,3,3
Etelä-haaga,70.0,306830,4383,1962,1,1,,3,1,2,4
Ullanlinna,73.0,475000,6507,1956,1,1,E2013,3,0,1,5
Kivihaka,75.0,339000,4520,1994,0,1,F2013,3,1,3,3
Jätkäsaari,76.5,360186,4708,2015,1,1,C2013,3,1,5,7
Vallila,57.0,354000,6211,2007,1,1,F2013,2,1,1,5
Sörnäinen,59.0,340000,5763,1972,1,1,G2013,3,0,4,6
Roihuvuori,61.0,200000,3279,1957,0,2,G2013,3,0,3,4
Puotila,66.0,158077,2395,1962,0,2,,3,0,3,4
Pihlajisto,70.5,170000,2411,1972,0,1,,3,0,4,8
Aurinkolahti,86.0,360000,4186,2005,1,1,D2007,3,1,5,8
Puotinharju,74.0,145000,1959,1963,0,1,F2007,3,0,3,3
"Konepaja, vallila",75.5,468000,6199,2011,0,1,,3,1,2,6
Mellunmäki,77.0,170000,2208,1976,0,1,G2013,3,0,3,3
Pohjois-haaga,69.0,160000,2319,1973,1,3,E2013,3,0,2,6
Vuosaari,82.0,190000,2317,1964,0,2,,4,1,1,3
Jätkäsaari,111.5,531000,4762,2013,1,1,A2007,5,0,7,7
Tammisalo,119.5,488250,4086,1962,0,1,,4,0,2,2
Lauttasaari,178.5,939000,5261,1985,1,1,E2018,4,1,2,2
Roihuvuori,102.0,386000,3784,1957,0,1,D2007,5,0,3,3
Munkkiniemi,103.5,560000,5411,1988,1,2,F2013,4,1,3,5
Meri-rastila,78.5,216000,2752,1990,1,1,E2013,4,1,2,3
Vuosaari,82.0,205000,2500,1964,0,1,,4,1,1,3
Töölö,100.0,500000,5000,1926,1,1,,4,0,1,6
Taka-töölö,106.5,695000,6526,1938,1,1,D2007,4,0,4,7
Pitäjänmäki,112.0,541000,4830,2008,1,1,C2015,4,1,5,6
Vuosaari,90.5,252000,2785,1995,1,1,D2007,4,1,1,3
Laajasalo,91.0,170000,1868,1970,0,1,E2013,4,0,3,3
Etu-töölö,121.0,930000,7686,1924,1,1,D2007,3,0,6,6
Aurinkolahti,98.5,370000,3756,2004,1,1,F2013,4,1,2,5
Itäkeskus,103.0,267000,2592,1981,1,1,E2007,5,1,3,4
Metsälä,170.0,411528,2421,1961,0,2,E2013,4,1,1,2
Kamppi,115.0,728000,6330,1927,1,1,G2007,4,0,2,5
Munkkiniemi,120.0,725000,6042,1964,1,1,F,5,0,4,6
Jätkäsaari,91.5,457500,5000,2021,1,1,B2018,4,1,4,5
Herttoniemenranta,104.0,461000,4433,2002,1,1,D2013,4,0,3,5
Viikinmäki,95.5,372000,3895,2005,1,2,D2007,5,1,8,8
Mellunkylä,73.0,239500,3281,2020,1,1,B2018,4,0,2,5
Taka-töölö,85.0,490000,5765,1936,0,1,D2007,4,0,2,7
Vuosaari,78.0,195000,2500,1966,0,2,,4,0,3,3
Roihuvuori,89.0,275000,3090,1991,1,1,D2007,4,1,4,8
Laajasalo,83.0,330000,3976,1972,1,2,F2013,4,0,3,5
Kannelmäki,84.5,289000,3420,1959,0,2,E2013,4,0,2,4
Pihlajisto,95.0,210000,2211,1972,1,1,F2013,4,0,5,8
Punavuori,94.0,828000,8809,1963,1,1,F2013,4,0,3,7
Puotila,122.5,330000,2694,1971,0,1,E2007,6,0,3,3
Puotinharju,81.0,216000,2667,1963,1,2,E2007,4,0,4,7
Katajanokka,94.5,750000,7937,2007,1,1,,3,1,4,5
Taka-töölö,67.0,440000,6567,1937,1,1,E,4,0,5,6
Herttoniemi,85.0,395000,4647,1955,1,1,F2013,4,0,2,4
Roihuvuori,89.0,238000,2674,1991,1,2,E2013,4,1,3,8
Vuosaari,101.0,235000,2327,1993,1,2,D2007,4,1,4,5
"Yliskylä, laajasalo",82.0,200000,2439,1970,1,2,G2007,4,1,3,3
Herttoniemi,86.5,382000,4416,1955,0,2,G2013,4,0,1,4
Itä-pakila,80.0,313000,3913,1963,0,1,,3,0,1,2
Laajasalo,87.0,388000,4460,2016,1,1,C2013,4,0,2,5
Taka-töölö,87.0,530000,6092,1939,1,2,,4,0,6,7
Koskela,87.5,184822,2112,1973,0,2,F2013,4,0,1,3
Kulosaari,88.5,472000,5333,1962,0,2,E2007,4,0,4,4
Myllypuro,103.5,212000,2048,1964,1,1,F2007,4,0,4,4
Etelä-haaga,111.0,590000,5315,1965,0,1,E2007,5,0,3,3
Lauttasaari,74.0,490500,6628,1938,1,1,F2013,4,0,4,7
Viikinmäki,113.0,400000,3540,2014,1,1,C2007,5,1,1,5
Ullanlinna,158.0,1580000,10000,1897,1,1,G2013,4,1,2,5
"Kruununhaka, merihaka, hakaniemi, kaisaniemi",176.0,792000,4500,1953,1,1,F,4,1,2,6
Munkkivuori,83.0,408000,4916,1956,1,1,E2007,4,0,5,8
Vuosaari,94.5,243000,2571,2001,1,1,F2013,4,1,2,7
Kruununhaka,172.5,1100000,6377,1916,1,1,,4,1,2,5
Oulunkylä,71.0,212000,2986,1962,0,2,E2007,4,0,2,3
Konepaja,82.5,520000,6303,2018,1,1,C2013,4,0,3,6
Pihlajamäki,84.5,300000,3550,1962,0,1,E2018,4,0,1,2
Ullanlinna / kaartinkaupunki,138.5,1190000,8592,1912,1,1,G2013,5,0,2,5
Pihlajamäki,73.0,193000,2644,1964,0,1,E2007,3,0,3,3
Vuosaari,83.3,186000,2233,1964,0,2,,4,1,2,3
Laajasalo/yliskylä,79.5,254000,3195,1973,1,1,,4,0,4,9
Kamppi,123.5,940000,7611,1924,1,1,D2013,4,0,3,6
Meilahti,134.0,700000,5224,1946,0,1,D2007,4,0,3,5
Laajasalo,78.0,276000,3538,1965,1,2,F2013,4,0,1,4
Roihuvuori,86.0,305500,3552,1958,0,2,G2013,4,0,4,4
Etelä-haaga,118.5,565000,4768,1972,1,1,F2015,4,0,3,4
Ullanlinna,124.0,750000,6048,1929,1,2,F2016,4,0,1,6
Pihlajamäki,68.0,154000,2265,1963,0,2,F2013,4,0,2,4
"Kruunuvuorenranta, laajasalo",87.0,332500,3822,2016,1,1,C2018,4,1,2,5
Etu-töölö,108.5,660000,6083,1927,1,2,,4,0,4,7
Etu-töölö,112.0,849000,7580,2015,1,1,C2003,5,0,2,6
Käpylä,94.0,305000,3245,1928,0,2,E2007,4,0,4,4
Roihuvuori,84.0,353900,4213,2017,1,1,C,4,1,3,6
Vuosaari,82.0,185000,2256,1964,0,2,,4,0,3,3
Malminkartano,115.0,263000,2287,1988,0,2,F2013,5,1,3,4
Laajasalo/yliskylä,79.5,253000,3182,1973,1,1,F2013,4,0,2,10
Kontula,91.0,184000,2022,1967,0,1,E2007,4,0,1,3
Töölö,141.0,783500,5557,1953,1,1,F2013,4,0,4,7
Länsi-pasila,96.5,362000,3751,1986,1,2,F2013,4,1,3,5
Alppiharju,85.5,400000,4678,1961,1,1,,4,0,1,8
Kuninkaantammi,87.0,340000,3908,2019,1,1,C2013,4,1,2,4
Sörnäinen,128.0,835000,6523,2002,1,1,F2013,6,1,8,9
Taka-töölö,110.7,673500,6084,1939,1,1,E2007,3,0,3,6
Etelä-haaga,105.0,518000,4933,1960,1,1,F2007,4,0,2,4
Jätkäsaari,92.0,441600,4800,2021,1,1,B2018,4,1,2,7
Lassila,117.0,355000,3034,1981,0,2,D2013,4,1,1,4
Aurinkolahti,102.0,418000,4098,2006,1,1,D,4,1,3,7
Maunula,71.6,290000,4050,1953,0,3,E2007,3,0,3,3
Malminkartano,90.0,290000,3222,2003,1,1,F2013,4,0,2,4
Lauttasaari,100.0,731000,7310,2010,1,1,,4,1,5,6
Kulosaari,118.6,630000,5312,1961,0,1,,4,0,3,3
Puistola,85.0,227362,2675,1986,0,2,,4,1,1,2
Vattuniemi,99.5,694000,6975,2006,1,2,C2007,4,1,5,5
Lauttasaari,109.0,520000,4771,1970,0,1,,5,0,2,7
Laajasalo,86.9,183000,2106,1969,0,2,,4,1,3,3
Länsi-pasila,95.0,477000,5021,1984,0,1,F2013,4,1,3,3
Etu-töölö,145.5,1400000,9622,1910,0,1,,5,0,5,5
Vuosaari,88.5,304000,3435,2001,0,1,,4,1,4,4
Puotinharju,81.0,210000,2593,1963,1,2,E2007,4,0,6,7
Munkkiniemi,87.0,562000,6460,1958,1,1,,4,1,3,4
Jätkäsaari,110.0,581900,5290,2021,1,1,B2018,5,1,7,7
Suurmetsä,97.0,142000,1464,1974,0,2,,4,0,1,3
Etelä-haaga,109.0,550000,5046,1961,0,1,D2007,4,0,3,3
Siltamäki,114.5,225000,1965,1970,0,1,,4,0,2,2
Vuosaari,82.0,180000,2195,1964,0,2,,4,0,2,3
Ilmala,93.5,510000,5455,2010,0,1,,4,1,3,6
Munkkiniemi,130.0,763000,5869,1959,1,2,E2007,5,0,4,4
Aurinkolahti,87.0,482000,5540,2000,0,1,,4,1,3,7
Kannelmäki,89.5,183000,2045,1973,0,2,,4,0,2,3
Taka-töölö,271.0,1450000,5351,1910,1,1,C2007,7,1,2,6
Lauttasaari,73.0,605000,8288,2019,0,1,,4,1,7,8
Myllypuro,88.5,230000,2599,1964,1,1,F2013,4,0,5,8
Malminkartano,83.5,160000,1916,1984,0,2,,4,1,1,3
Jätkäsaari,110.0,572000,5200,2021,1,1,B2018,5,1,6,7
Tapulikaupunki,95.5,185000,1937,1980,0,1,,4,0,2,3
Siltamäki,111.5,165000,1480,1971,0,2,,4,1,2,3
Jätkäsaari,78.5,376800,4800,2021,1,1,B2018,4,1,2,7
Kuusisaari,117.0,655000,5598,1984,0,1,G2013,4,0,1,2
Katajanokka,185.0,1090000,5892,1904,1,2,D2013,5,1,1,5
Sörnäinen,90.5,518000,5724,1992,1,2,E2013,3,1,6,7
Etelä-haaga,80.5,277000,3441,1974,0,2,F2018,4,0,2,3
Itäkeskus,88.0,239800,2725,1979,1,2,,4,0,3,4
Niemenmäki,90.0,410000,4556,1962,1,2,,4,0,4,4
Laajasalo,93.5,149389,1598,1970,0,2,F2013,4,0,3,3
Taka-töölö,101.0,679000,6723,1937,1,1,D2007,4,0,5,6
Lauttasaari,113.0,635000,5619,1968,0,2,,5,0,3,3
Roihuvuori,82.0,280000,3415,1958,0,2,G2018,4,0,4,4
Jätkäsaari,92.0,469200,5100,2021,1,1,B2018,4,1,5,7
Munkkivuori,71.0,297000,4183,1958,0,1,D2018,4,1,2,4
Pajamäki,74.0,282000,3811,1959,0,2,,4,0,3,8
Jätkäsaari,92.0,478400,5200,2021,1,1,B2018,4,1,6,7
Viikki,137.5,443000,3222,2009,1,1,D2007,5,1,4,4
Munkkiniemi,99.5,609000,6121,1954,1,2,D2007,5,1,1,6
Kruununhaka,190.7,1000000,5244,1911,1,1,F2015,6,0,3,5
Jätkäsaari,107.0,545700,5100,2021,1,1,B2018,4,1,3,7
Viikki,79.0,350000,4430,2015,1,1,A2007,4,1,4,4
Kontula,84.0,202000,2405,1966,0,1,,4,0,2,3
Kannelmäki,73.8,264000,3577,1959,0,1,D2007,4,0,3,3
Puotila,92.0,291000,3163,1962,0,1,,4,0,1,3
Katajanokka,100.5,977060,9722,1940,1,1,,4,1,6,8
Lauttasaari,194.0,1090316,5620,1939,0,1,,5,0,4,6
Tapanila,87.0,257500,2960,2003,0,1,,4,1,3,5
Kruununhaka,173.0,1166000,6740,1929,1,1,E2013,5,0,7,7
Jätkäsaari,91.5,466650,5100,2021,1,1,B2018,4,1,5,5
Jätkäsaari,107.0,587430,5490,2021,1,1,B2018,4,1,7,7
Jätkäsaari,92.0,487600,5300,2021,1,1,B2018,4,1,7,7
Laajasalo,98.0,291000,2969,1965,1,2,E2007,5,0,3,3
Aurinkolahti,101.0,507500,5025,2013,1,1,A,4,1,3,6
Jätkäsaari,107.0,577800,5400,2021,1,1,B2018,4,1,6,7
Myllypuro,102.0,220000,2157,1970,0,2,F2013,5,0,1,3
Etu-töölö,114.5,755000,6594,1926,1,2,D,4,0,3,6
Merihaka,115.0,629000,5470,1977,1,2,E2018,4,1,3,8
Laajasalo,79.5,247000,3107,1973,1,1,E2007,3,0,10,10
Jätkäsaari,92.0,460000,5000,2021,1,1,B2018,4,1,4,7
Kalasatama,100.5,630000,6269,2018,1,1,C2013,4,1,2,6
Pajamäki,74.0,291500,3939,1959,1,2,F2013,4,0,3,8
Kuninkaantammi,103.0,445800,4328,2018,1,1,C2013,4,1,3,4
Etu-töölö,130.3,845000,6485,1920,1,1,F2013,4,1,6,6
Kontula,88.0,167000,1898,1967,1,1,E2007,4,0,4,7
Pihlajisto,94.5,218000,2307,1971,0,2,,4,0,3,3
Kruununhaka,140.0,933000,6664,1916,1,1,,4,0,5,5
Myllypuro,91.0,239000,2626,1964,0,2,,4,0,2,8
Lauttasaari,94.0,640000,6809,2010,1,1,,4,0,4,7
Suurmetsä,97.0,145834,1503,1974,0,2,,4,0,2,3
Etu-töölö,170.0,1470000,8647,1933,1,1,E2013,4,0,7,8
Kruununhaka,204.0,1135000,5564,1924,1,2,D2007,8,0,6,7
Kurkimäki,90.0,210000,2333,1989,0,2,,4,0,2,2
Taka-töölö,104.5,670000,6411,1937,1,1,E,3,0,3,6
Arabianranta,115.5,650000,5628,2008,1,1,D2007,4,0,4,4
Munkkivuori,80.0,436000,5450,1957,0,1,,4,0,2,3
Itäkeskus,88.5,219000,2475,1985,1,2,,4,0,1,5
Munkkiniemi,148.0,830000,5608,1961,1,1,E2007,5,0,5,5
Kamppi,168.0,1230000,7321,1924,1,1,F2013,4,0,5,5
Etu-töölö,178.2,990000,5556,1924,1,2,B2007,5,0,6,6
Taka-töölö,77.0,566000,7351,1928,1,1,F,4,0,6,6
Viikki,86.0,300000,3488,2006,1,1,,4,1,4,4
Etelä-haaga,85.0,430000,5059,1958,0,2,E2007,4,0,3,3
Pihlajisto,95.5,194000,2031,1977,0,1,,4,0,1,4
Etelä-haaga,161.0,620000,3851,1972,0,2,G2013,6,0,1,2
Katajanokka,183.0,1500000,8197,1904,1,1,,5,1,3,4
Mellunkylä,74.0,255000,3446,2018,1,1,C,4,0,3,4
Kulosaari,120.0,602000,5017,1960,0,1,,6,0,3,3
Käpylä,127.0,485000,3819,1939,0,1,F2013,5,1,1,2
Punavuori,133.0,1040000,7820,1891,0,1,D2013,4,0,2,4
Taka-töölö,98.5,652000,6619,1975,1,2,E2007,4,0,3,7
Kuusisaari,118.0,600000,5085,2000,0,1,,4,1,1,2
Munkkivuori,187.1,635000,3394,1958,0,3,E2007,6,1,3,3
Oulunkylä,86.5,358000,4139,1964,0,1,,4,0,1,3
Meilahti,87.5,526000,6011,1951,0,2,D2007,3,0,4,4
Töölö,113.0,730000,6460,1935,0,1,,4,0,4,6
Etelä-haaga,91.0,420000,4615,1958,0,1,F,4,0,3,4
Pohjois-haaga,116.0,348000,3000,1972,1,1,E2018,4,1,1,3
Kontula,76.0,144000,1895,1968,0,1,,4,1,5,8
"Puotila, itäkeskus, vartiokylä",79.0,258000,3266,1961,0,2,,4,0,3,3
Aurinkolahti,106.0,418000,3943,2006,1,1,D,4,1,7,7
Munkkiniemi,120.0,735000,6125,1962,0,1,,4,0,5,6
Lauttasaari,73.5,530000,7211,2019,0,1,,4,1,3,8
Ullanlinna,96.5,1130972,11720,1908,0,1,,4,0,5,5
Munkkiniemi,87.0,520000,5977,1958,1,1,,4,0,1,4
Kamppi,137.0,950000,6934,1924,1,2,E2013,4,1,4,5
Ullanlinna,140.2,1172000,8359,1907,0,1,F2014,2,0,4,4
Etu-töölö,159.4,831000,5213,1928,1,3,F2013,4,0,6,7
Lauttasaari,71.0,395000,5563,1972,1,1,F2013,4,0,3,6
Ullanlinna,98.0,617000,6296,1982,1,2,F2013,4,1,2,6
Etu-töölö,163.0,1180000,7239,1925,1,1,C2018,5,0,2,6
Lassila,84.0,299000,3560,1986,0,1,E2007,3,1,1,3
Lauttasaari,88.0,414000,4705,1970,1,2,E2013,4,1,2,7
Etelä-haaga,111.0,540000,4865,1965,0,1,E2013,5,0,1,3
Kulosaari,81.0,458000,5654,1960,0,1,G2013,4,1,4,4
Maunula,94.0,235000,2500,1972,0,1,,5,0,2,4
Munkkiniemi,86.0,475000,5523,1959,0,2,,4,0,2,4
Kannelmäki,84.3,273000,3238,1960,0,2,E2007,3,0,2,3
Viikki,79.0,345000,4367,2015,1,1,A2007,4,1,4,4
Ullanlinna,104.0,720000,6923,1970,0,1,,4,0,3,7
Kallio,72.0,396000,5500,1984,0,1,,4,0,1,8
Kamppi,73.0,650000,8904,1961,1,1,E2007,4,0,8,8
Haaga,89.0,256000,2876,1972,1,1,D2007,4,0,4,6
Etelä-haaga,118.0,470000,3983,1961,0,3,E2007,5,0,3,3
Katajanokka,152.0,1190000,7829,2006,0,1,,5,1,2,5
Lauttasaari,77.0,470000,6104,1957,1,1,F2013,4,0,1,4
Kaartinkaupunki,149.0,1170000,7852,1907,1,1,,4,0,2,5
Munkkiniemi,88.7,580000,6539,1955,0,1,,4,0,1,3
Kallahti,102.5,515000,5024,2000,1,1,D2007,4,1,4,5
Viikinmäki,91.0,379000,4165,2014,1,1,C2007,4,0,2,4
Laajasalo,95.5,285000,2984,1973,1,1,E2007,5,0,8,9
Pohjois-haaga,98.5,247000,2508,1972,0,2,E2018,4,0,3,3
Mellunmäki,96.5,177000,1834,1976,0,2,G2013,4,0,2,3
Munkkiniemi,122.0,670000,5492,1980,1,2,B2007,5,0,1,2
Pukinmäki,79.0,224500,2842,1977,1,2,D2007,4,0,2,3
Pihlajamäki,81.0,170000,2099,1963,0,2,F2013,4,0,3,3
Munkkivuori,86.5,440000,5087,1958,0,1,G2013,4,0,2,4
Lauttasaari,130.0,790000,6077,2005,1,1,F2013,4,1,3,6
Roihuvuori,70.0,257000,3671,1956,1,2,E2007,4,0,1,4
Mellunkylä,74.0,263000,3554,2018,1,1,C,4,0,4,4
Kannelmäki,78.0,148000,1897,1976,0,2,F2007,4,0,1,3
Kontula,88.0,130000,1477,1967,1,3,E2007,4,0,7,7
Puotila,86.0,277500,3227,1961,0,1,,4,0,2,3
Mellunkylä,73.0,246000,3370,2020,1,1,B2018,4,1,2,5
Taka-töölö,83.0,485000,5843,1938,0,2,E2007,4,0,1,3
Konepaja,111.0,620000,5586,2014,1,1,B2018,4,1,4,6
Niemenmäki,114.5,588000,5135,1964,1,1,E2007,5,0,2,4
Kaartinkaupunki,232.0,1280000,5517,1912,1,2,D2013,5,1,2,7
Aurinkolahti,94.0,615000,6543,2005,1,1,E,4,1,3,6
Vuosaari,96.0,255000,2656,1964,1,1,F2007,5,0,5,5
Pitäjänmäki,82.0,309000,3768,1957,0,1,,4,0,2,3
Mellunkylä,73.0,250000,3425,2020,1,1,B2018,4,1,3,5
Kruununhaka,121.0,690000,5702,1874,1,3,D2007,4,0,2,4
Vuosaari,78.0,206000,2641,1966,0,1,E2007,4,0,1,3
Jätkäsaari,87.0,679000,7805,2019,0,1,C2013,4,1,1,3
Arabianranta,134.5,644000,4788,2008,1,1,C2007,4,1,6,6
Etu-töölö,192.2,1335000,6946,1920,1,1,E2013,5,0,5,7
Ullanlinna,345.0,3300000,9565,1911,0,1,D2007,8,0,5,5
Mellunkylä,73.0,239500,3281,2020,1,1,B2018,4,1,2,5
Roihuvuori,87.0,325000,3736,1960,0,2,G2013,4,0,4,4
Katajanokka,112.5,845000,7511,2006,0,1,,4,1,2,5
Vanha-vuosaari,80.0,215000,2688,1965,0,2,F2007,4,0,1,3
Viikinmäki,102.0,419000,4108,2005,1,1,D2007,4,1,8,8
Etelä-haaga,115.0,537200,4671,1963,1,1,E2007,4,0,3,4
Malminkartano,91.0,220000,2418,1982,1,1,F2007,3,1,1,3
Taka-töölö,94.0,580000,6170,1939,0,1,F2007,4,0,1,4
Mellunkylä,71.0,249000,3507,2018,1,1,C,4,0,2,4
Punavuori,89.0,588000,6607,1971,1,1,G2013,4,0,1,7
Laajasalo,84.5,170000,2012,1967,1,2,E2013,4,0,3,4
Koskela,86.0,200000,2326,1972,1,2,F2013,4,0,2,6
Munkkiniemi,87.0,475000,5460,1955,1,1,E2013,4,0,5,7
Munkkiniemi,87.0,500000,5747,1959,1,2,G,4,1,1,4
Munkkivuori,100.0,490000,4900,1958,1,2,F2013,5,0,4,4
Konepaja,101.0,615000,6089,2014,1,1,B2018,4,0,5,5
Punavuori,122.0,835000,6844,1927,1,1,E2012,3,0,5,6
Eira,130.1,1400000,10761,1914,0,2,F2014,4,0,2,4
Yliskylä,95.0,362000,3811,2009,1,1,C2007,4,1,2,4
Siltamäki,97.5,200000,2051,1969,0,1,F2013,4,0,3,3
Munkkivuori,103.0,450000,4369,1957,1,2,G2007,5,0,2,4
Punavuori,108.0,720000,6667,1957,1,2,E2007,3,0,6,6
Etelä-haaga,113.5,430000,3789,1960,0,2,G2013,5,0,3,3
Etelä-haaga,87.5,347000,3966,1979,0,2,C2007,4,0,1,3
Etelä-haaga,89.0,325000,3652,1960,0,2,G2013,4,0,3,3
Jätkäsaari,99.5,505686,5082,2019,1,1,C2012,4,1,2,8
Mellunkylä,73.0,244000,3342,2020,1,1,B2018,4,1,4,5
Kaartinkaupunki,129.0,1080000,8372,1935,1,1,D2013,4,0,4,6
Etelä-haaga,80.0,335000,4188,1960,0,2,E2018,4,0,3,3
Hietalahti,132.0,680000,5152,1940,1,3,F2014,4,0,5,5
Etelä-haaga,134.0,508000,3791,1987,0,2,D2013,4,1,2,3
Munkkiniemi,97.0,628500,6479,1962,1,1,D2018,4,0,3,3
